ID,Price
Beras Medium/Aceh/2024-10-01,13571.196
Beras Medium/Aceh/2024-10-02,13557.826
Beras Medium/Aceh/2024-10-03,13565.545
Beras Medium/Aceh/2024-10-04,13563.68
Beras Medium/Aceh/2024-10-05,13554.791
Beras Medium/Aceh/2024-10-06,13552.806
Beras Medium/Aceh/2024-10-07,13547.39
Beras Medium/Aceh/2024-10-08,13543.486
Beras Medium/Aceh/2024-10-09,13544.559
Beras Medium/Aceh/2024-10-10,13549.8955
Beras Medium/Aceh/2024-10-11,13553.317
Beras Medium/Aceh/2024-10-12,13551.777
Beras Medium/Aceh/2024-10-13,13546.482
Beras Medium/Aceh/2024-10-14,13537.4795
Beras Medium/Aceh/2024-10-15,13532.929
Beras Medium/Aceh/2024-10-16,13607.041
Beras Medium/Aceh/2024-10-17,13608.461
Beras Medium/Aceh/2024-10-18,13604.545
Beras Medium/Aceh/2024-10-19,13607.341
Beras Medium/Aceh/2024-10-20,13604.345
Beras Medium/Aceh/2024-10-21,13602.315
Beras Medium/Aceh/2024-10-22,13612.839
Beras Medium/Aceh/2024-10-23,13621.183
Beras Medium/Aceh/2024-10-24,13630.771
Beras Medium/Aceh/2024-10-25,13621.521
Beras Medium/Aceh/2024-10-26,13605.28
Beras Medium/Aceh/2024-10-27,13594.057
Beras Medium/Aceh/2024-10-28,13600.419
Beras Medium/Aceh/2024-10-29,13602.798
Beras Medium/Aceh/2024-10-30,13621.683
Beras Medium/Aceh/2024-10-31,13630.798
Beras Medium/Aceh/2024-11-01,13571.492
Beras Medium/Aceh/2024-11-02,13571.405
Beras Medium/Aceh/2024-11-03,13574.704
Beras Medium/Aceh/2024-11-04,13584.632
Beras Medium/Aceh/2024-11-05,13568.751
Beras Medium/Aceh/2024-11-06,13578.042
Beras Medium/Aceh/2024-11-07,13499.954
Beras Medium/Aceh/2024-11-08,13493.347
Beras Medium/Aceh/2024-11-09,13483.88
Beras Medium/Aceh/2024-11-10,13490.613
Beras Medium/Aceh/2024-11-11,13474.886
Beras Medium/Aceh/2024-11-12,13459.75
Beras Medium/Aceh/2024-11-13,13467.616
Beras Medium/Aceh/2024-11-14,13467.479
Beras Medium/Aceh/2024-11-15,13454.323
Beras Medium/Aceh/2024-11-16,13453.392
Beras Medium/Aceh/2024-11-17,13446.655
Beras Medium/Aceh/2024-11-18,13433.274
Beras Medium/Aceh/2024-11-19,13450.582
Beras Medium/Aceh/2024-11-20,13471.459
Beras Medium/Aceh/2024-11-21,13459.018
Beras Medium/Aceh/2024-11-22,13446.668
Beras Medium/Aceh/2024-11-23,13451.354
Beras Medium/Aceh/2024-11-24,13440.923
Beras Medium/Aceh/2024-11-25,13456.717
Beras Medium/Aceh/2024-11-26,13459.889
Beras Medium/Aceh/2024-11-27,13466.587
Beras Medium/Aceh/2024-11-28,13458.169
Beras Medium/Aceh/2024-11-29,13452.062
Beras Medium/Aceh/2024-11-30,13461.71
Beras Medium/Aceh/2024-12-01,13441.614
Beras Medium/Aceh/2024-12-02,13484.174
Beras Medium/Aceh/2024-12-03,13466.664
Beras Medium/Aceh/2024-12-04,13480.6875
Beras Medium/Aceh/2024-12-05,13468.643
Beras Medium/Aceh/2024-12-06,13463.084
Beras Medium/Aceh/2024-12-07,13450.177
Beras Medium/Aceh/2024-12-08,13451.1875
Beras Medium/Aceh/2024-12-09,13452.924
Beras Medium/Aceh/2024-12-10,13461.193
Beras Medium/Aceh/2024-12-11,13474.69
Beras Medium/Aceh/2024-12-12,13473.456
Beras Medium/Aceh/2024-12-13,13468.469
Beras Medium/Aceh/2024-12-14,13466.681
Beras Medium/Aceh/2024-12-15,13465.062
Beras Medium/Aceh/2024-12-16,13451.701
Beras Medium/Aceh/2024-12-17,13453.776
Beras Medium/Aceh/2024-12-18,13451.791
Beras Medium/Aceh/2024-12-19,13470.324
Beras Medium/Aceh/2024-12-20,13444.82
Beras Medium/Aceh/2024-12-21,13432.999
Beras Medium/Aceh/2024-12-22,13430.867
Beras Medium/Aceh/2024-12-23,13443.28
Beras Medium/Aceh/2024-12-24,13478.032
Beras Medium/Aceh/2024-12-25,13481.611
Beras Medium/Aceh/2024-12-26,13441.81
Beras Medium/Aceh/2024-12-27,13438.689
Beras Medium/Aceh/2024-12-28,13434.215
Beras Medium/Aceh/2024-12-29,13417.459
Beras Medium/Aceh/2024-12-30,13446.359
Beras Medium/Aceh/2024-12-31,13472.747
Beras Medium/Bali/2024-10-01,14023.797
Beras Medium/Bali/2024-10-02,14014.329
Beras Medium/Bali/2024-10-03,14031.308
Beras Medium/Bali/2024-10-04,14031.923
Beras Medium/Bali/2024-10-05,14030.48
Beras Medium/Bali/2024-10-06,14028.495
Beras Medium/Bali/2024-10-07,14020.426
Beras Medium/Bali/2024-10-08,14018.92
Beras Medium/Bali/2024-10-09,14027.832
Beras Medium/Bali/2024-10-10,14030.944
Beras Medium/Bali/2024-10-11,13988.619
Beras Medium/Bali/2024-10-12,13987.079
Beras Medium/Bali/2024-10-13,13997.618
Beras Medium/Bali/2024-10-14,13989.305
Beras Medium/Bali/2024-10-15,13995.303
Beras Medium/Bali/2024-10-16,14004.637
Beras Medium/Bali/2024-10-17,14003.832
Beras Medium/Bali/2024-10-18,13999.008
Beras Medium/Bali/2024-10-19,14001.804
Beras Medium/Bali/2024-10-20,13998.808
Beras Medium/Bali/2024-10-21,13984.233
Beras Medium/Bali/2024-10-22,14001.442
Beras Medium/Bali/2024-10-23,14010.368
Beras Medium/Bali/2024-10-24,14019.859
Beras Medium/Bali/2024-10-25,14015.437
Beras Medium/Bali/2024-10-26,14006.224
Beras Medium/Bali/2024-10-27,14004.858
Beras Medium/Bali/2024-10-28,13995.473
Beras Medium/Bali/2024-10-29,13997.355
Beras Medium/Bali/2024-10-30,13998.971
Beras Medium/Bali/2024-10-31,14010.882
Beras Medium/Bali/2024-11-01,13971.404
Beras Medium/Bali/2024-11-02,13971.317
Beras Medium/Bali/2024-11-03,13977.688
Beras Medium/Bali/2024-11-04,13962.578
Beras Medium/Bali/2024-11-05,13978.142
Beras Medium/Bali/2024-11-06,13987.433
Beras Medium/Bali/2024-11-07,13994.891
Beras Medium/Bali/2024-11-08,13990.764
Beras Medium/Bali/2024-11-09,13986.542
Beras Medium/Bali/2024-11-10,13993.275
Beras Medium/Bali/2024-11-11,13975.381
Beras Medium/Bali/2024-11-12,13969.126
Beras Medium/Bali/2024-11-13,13992.826
Beras Medium/Bali/2024-11-14,13999.288
Beras Medium/Bali/2024-11-15,13996.478
Beras Medium/Bali/2024-11-16,13995.546
Beras Medium/Bali/2024-11-17,13988.81
Beras Medium/Bali/2024-11-18,13965.463
Beras Medium/Bali/2024-11-19,13985.168
Beras Medium/Bali/2024-11-20,13996.341
Beras Medium/Bali/2024-11-21,14000.023
Beras Medium/Bali/2024-11-22,13994.592
Beras Medium/Bali/2024-11-23,13999.145
Beras Medium/Bali/2024-11-24,13983.331
Beras Medium/Bali/2024-11-25,13981.513
Beras Medium/Bali/2024-11-26,13985.715
Beras Medium/Bali/2024-11-27,13994.917
Beras Medium/Bali/2024-11-28,13996.101
Beras Medium/Bali/2024-11-29,13989.879
Beras Medium/Bali/2024-11-30,13981.543
Beras Medium/Bali/2024-12-01,13934.2705
Beras Medium/Bali/2024-12-02,13950.526
Beras Medium/Bali/2024-12-03,13933.956
Beras Medium/Bali/2024-12-04,13952.095
Beras Medium/Bali/2024-12-05,13969.775
Beras Medium/Bali/2024-12-06,13966.697
